title,score,num_users_voted,num_fb_likes,genres,keywords,synopsis,date,budget,gross
X-Men Origins: Wolverine,6.7,361924,7700.0,action__adventure__fantasy__sci-fi__thriller,commando__wolverine the character__civil war__claw fight__army,"Two mutant brothers, Logan and Victor, born 200 years ago, suffer childhood trauma and have only each other to depend on. Basically, they're fighters and killers, living from war to war through U.S. history. In modern times, a U.S. colonel, Stryker, recruits them and other mutants as commandos. Logan quits and becomes a logger, falling in love with a local teacher. When Logan refuses to rejoin Stryker's crew, the colonel sends the murderous Victor. Logan now wants revenge.",2009-09-25,150000000,179883016
The Matrix Revolutions,6.7,364948,3400.0,action__sci-fi,machine__battle__fight__future__epic,"Neo discovers that somehow he is able to use his powers in the real world too and that his mind can be freed from his body, as a result of which he finds himself trapped on a train station between the Matrix and the Real World. Meanwhile, Zion is preparing for the oncoming war with the machines with very little chances of survival. Neo's associates set out to free him from The Merovingian since it's believed that he is the One who will end the war between humans and the machines. What they do not know is that there is a threat from a third party, someone who has plans to destroy both the worlds.",2004-02-20,150000000,139259759
Frozen,7.6,421658,58000.0,animation__adventure__comedy__family__fantasy__musical,snowman__sister love__sister sister relationship__magic__snow,"Anna, a fearless optimist, sets off on an epic journey - teaming up with rugged mountain man Kristoff and his loyal reindeer Sven - to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna and Kristoff battle the elements in a race to save the kingdom. From the outside Anna's sister, Elsa looks poised, regal and reserved, but in reality, she lives in fear as she wrestles with a mighty secret-she was born with the power to create ice and snow. It's a beautiful ability, but also extremely dangerous. Haunted by the moment her magic nearly killed her younger sister Anna, Elsa has isolated herself, spending every waking minute trying to suppress her growing powers. Her mounting emotions trigger the magic, accidentally setting off an eternal winter that she can't stop. She fears she's becoming a monster and that no one, not even her sister, can help her.",2014-07-11,150000000,400736600
The Matrix Reloaded,7.2,421818,4600.0,action__sci-fi,oracle__prophecy__car motorcycle chase__stylized violence__one against many,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance. Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix, and a certain degree of precognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source. Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has chosen Neo as his next target.",2003-10-24,150000000,281492479
Thor: The Dark World,7.1,414070,63000.0,action__adventure__fantasy,thor__warrior__weapon__portal__arrest,"Thousands of years ago, a race of beings known as Dark Elves tried to send the universe into darkness by using a weapon known as the Aether. Warriors from Asgard stop them but their leader Malekith escapes to wait for another opportunity. The warriors find the Aether and since it cannot be destroyed, they try to hide it. In the present day, Jane Foster awaits the return of Thor although it has been two years since they last saw once another. In the meantime, Thor has been trying to bring peace to the nine realms. Jane discovers an anomaly similar to the one that brought Thor to Earth. She goes to investigate, finds a wormhole, and is sucked into it. Back on Asgard, Thor wishes to return to Earth but his father, Odin refuses to let him. Thor learns from Heimdall, who can see into all of the realms, that Jane disappeared. Thor then returns to Earth just as Jane reappears. However, when some policemen try to arrest her, an unknown energy repulses them. Thor then brings Jane to Asgard to ...",2014-04-11,170000000,206360018
Mad Max: Fury Road,8.1,552503,191000.0,action__adventure__sci-fi__thriller,post apocalypse__australia__desert__escape__on the run,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and almost everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",2015-09-18,150000000,153629485
Angels & Demons,6.7,207839,6700.0,mystery__thriller,illuminati__reference to bernini__reference to raphael__murder__conclave,"Following the murder of a physicist, Father Silvano Bentivoglio, a symbolist, Robert Langdon, and a scientist, Vittoria Vetra, are on an adventure involving a secret brotherhood, the Illuminati. Clues lead them all around the Vatican, including the four altars of science, Earth, Air, Fire and Water. An assassin, working for the Illuminati, has captured four cardinals, and murders each, painfully. Robert and Vittoria also are searching for a new very destructive weapon that could kill millions.",2009-07-31,150000000,133375846
Thor,7.0,536314,63000.0,action__adventure__fantasy,thor__scientist__marvel cinematic universe__throne__battle,"The warrior Thor (Hemsworth) is cast out of the fantastic realm of Asgard by his father Odin (Hopkins) for his arrogance and sent to Earth to live among humans. Falling in love with scientist Jane Foster (Portman) teaches Thor much-needed lessons, and his new-found strength comes into play as a villain from his homeland sends dark forces toward Earth.",2011-08-19,150000000,181015141
Bolt,6.9,146766,4100.0,animation__adventure__comedy__drama__family,superpower__hamster__dog__cat__new york city,"Bolt, an American white shepherd, has lived his whole life on the set of his action TV show, where he believes he has superpowers. When separated from the studio by accident, he meets a female alley cat named Mittens and a hamster named Rhino. He's trying to find the way home, to the studio. Along the way, he learns that he doesn't have superpowers and that the show is not real.",2009-02-20,150000000,114053579
G-Force,5.1,33042,2100.0,animation__action__adventure__comedy__family__fantasy__sci-fi,guinea pig__household appliance__secret agent__fbi director__talking mouse,"The story is about a team of trained secret agent guinea pigs that takes on a mission for the US government. A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire, who plans to taking over the world with household appliances.",2009-11-27,150000000,119420252
Wrath of the Titans,5.8,152826,19000.0,action__adventure__fantasy,zeus__ares__titan__underworld__hades,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon. The triumvirate had overthrown their powerful father long ago, leaving him to rot in the gloomy abyss of Tartarus, a dungeon that lies deep within the cavernous underworld. Perseus cannot ignore his true calling when Hades, along with Zeus' godly son, Ares (Edgar Ram?rez), switch loyalty and make a deal with Kronos to capture Zeus. The Titans' strength grows stronger as Zeus' remaining godly powers are siphoned, and hell is unleashed on earth. Enlisting the help of the warrior Queen Andromeda (Rosamund Pike), ...",2012-06-22,150000000,83640426
Dark Shadows,6.2,199039,82000.0,comedy__fantasy__horror,cartoon on tv__female stockinged feet__female stockinged soles__foot closeup__camera shot of feet,"In the year 1752, Joshua and Naomi Collins, with young son Barnabas, set sail from Liverpool, England to start a new life in America. But even an ocean was not enough to escape the mysterious curse that has plagued their family. Two decades pass and Barnabas (Johnny Depp) has the world at his feet-or at least the town of Collinsport, Maine. The master of Collinwood Manor, Barnabas is rich, powerful and an inveterate playboy...until he makes the grave mistake of breaking the heart of Angelique Bouchard (Eva Green). A witch, in every sense of the word, Angelique dooms him to a fate worse than death: turning him into a vampire, and then burying him alive. Two centuries later, Barnabas is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate has fallen into ruin. The dysfunctional remnants of the Collins family have fared little better, each harboring their own dark secrets. Matriarch Elizabeth ...",2012-08-10,100000000,79711678
Mission: Impossible - Rogue Nation,7.4,232187,47000.0,action__adventure__thriller,rogue agent__computer hacker__spy__mission__capture,"CIA chief Hunley (Baldwin) convinces a Senate committee to disband the IMF (Impossible Mission Force), of which Ethan Hunt (Cruise) is a key member. Hunley argues that the IMF is too reckless. Now on his own, Hunt goes after a shadowy and deadly rogue organization called the Syndicate.",2015-10-23,150000000,195000874
The Wolfman,5.8,89442,7400.0,drama__fantasy__horror__thriller,werewolf__asylum__full moon__death__transformation,"Lawrence Talbot's childhood ended the night his mother died. His father sent him from the sleepy Victorian hamlet of Blackmoor to an insane asylum, then he goes to America. When his brother's fianc?e, Gwen Conliffe, tracks him down to help find her missing love, Talbot returns to his father's estate to learn that his brother's mauled body has been found. Reunited with his estranged father, Lawrence sets out to find his brother's killer... and discovers a horrifying destiny for himself. Someone or something with brute strength and insatiable blood lust has been killing the villagers, and a suspicious Scotland Yard inspector named Aberline comes to investigate.",2010-03-26,150000000,61937495
The Legend of Tarzan,6.6,42372,29000.0,action__adventure__drama__romance,male objectification__africa__tarzan__jungle__capture,"John Clayton following his parents' death in Africa would be raised by an ape and would be known by the name Tarzan, would leave Africa and go to his parents's home in England along with woman he fell in love with and married, Jane Porter. He would be asked by Belgian King Leopold to go to Africa to see what he has done there to help the country. Initially he refuses. But an American, George Washington Williams wants him to accept so he can accompany him. He says that Leopold might be committing all sorts of atrocities to achieve his goal like slavery. He needs to prove it. Clayton agrees and his wife insists that she accompany him because she misses Africa. They go and when they arrive a man named Rom who works for Leopold attacks the village they are at and captures Tarzan and Jane. With Washington's help he escapes and sets out to rescue Jane by going across the jungle and Washington joins him despite being told that he might not make it. .",2016-08-05,180000000,124051759
Bee Movie,6.2,105902,2100.0,animation__adventure__comedy__family,scatological humor__egg__dream sequence__bee__squashed bug,"When the bee Barry B. Benson graduates from college, he finds that he will have only one job for his entire life, and absolutely disappointed, he joins the team responsible for bringing the honey and pollination of the flowers to visit the world outside the hive. Once in Manhattan, he is saved by the florist Vanessa and he breaks the bee law to thank Vanessa. They become friends and Barry discovers that humans exploit bees to sell the honey they produce. Barry decides to sue the human race, with destructive consequences to nature.",2008-02-08,150000000,126597121
Kung Fu Panda 2,7.3,182718,20000.0,animation__action__adventure__comedy__family,china__tigress__peacock__panda__kung fu,"In the Valley of Peace, Po Ping is revelling in his fulfilled dreams as he serves as the fabled Dragon Warrior protecting his home with his heroes now his closest friends. However, Po and company learn that the murderous Lord Shen of Gongman City is threatening the land with a fearsome new weapon that could mean the end of kung fu. They attempt to stop him, but the panda is burdened with crippling memory flashbacks linked to this villain. Now with China in the balance, Po must learn about his past and find true inner peace against all opposition.",2011-09-23,150000000,165230261
The Last Airbender,4.2,118951,18000.0,action__adventure__family__fantasy,fire__water__avatar__kingdom__tribe,"The world is divided into four kingdoms, each represented by the element they harness, and peace has lasted throughout the realms of Water, Air, Earth, and Fire under the supervision of the Avatar, a link to the spirit world and the only being capable of mastering the use of all four elements. When young Avatar Aang disappears, the Fire Nation launches an attack to eradicate all members of the Air Nomads to prevent interference in their future plans for world domination. 100 years pass and current Fire Lord Ozai continues to conquer and imprison anyone with elemental ""bending"" abilities in the Earth and Water Kingdoms, while siblings Katara and Sokka from a Southern Water Tribe find a mysterious boy trapped beneath the ice outside their village. Upon rescuing him, he reveals himself to be Aang, Avatar and last of the Air Nomads. Swearing to protect the Avatar, Katara and Sokka journey with him to the Northern Water Kingdom in his quest to master ""Waterbending"" and eventually fulfill ...",2010-09-17,150000000,131564731
Mission: Impossible III,6.9,256695,3400.0,action__adventure__thriller,fictional government agency__rescue__mission__vatican__arms dealer,"Super-spy Ethan Hunt has retired from active duty to train new IMF agents. But he is called back into action to confront the toughest villain he's ever faced - Owen Davian, an international weapons and information provider with no remorse and no conscience. Hunt assembles his team: his old friend Luther Strickell, transportation expert Declan, and background operative Zhen. They are to rescue one of his very own trainees, Lindsey who was kidnapped while on a surveillance detail of Davian. It soon becomes evident that Davian is well-protected, well-connected, and downright malicious. This forces Hunt to extend his journey back into the field in order to rescue his wife, Julia, and uncover IMF double agents in the process.",2006-07-14,150000000,133382309
White House Down,6.4,164238,33000.0,action__drama__thriller,black u.s. president__president__white house__secret service__tour,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",2013-09-13,150000000,73103784
Mars Needs Moms,5.4,17590,3100.0,animation__action__adventure__comedy__family__sci-fi,martian__robot__boy__rescue__sexism,"On Mars, the female babies are nursed by robots while the male babies are dumped in the junkyard under the command of Supervisor. They research Earth and finds that the boy Milo is raised by his Mom with love and discipline. The Martians come to Earth and abduct Mom, to use her brain to instruct the robots about how to raise children. However, Milo sneaks into the spaceship and comes to Mars. He meets Gribble, a young man that behaves like a child and together with the hippie Martian Ki and Gribble's friend Wingnut, they try to rescue Mom and bring her back to Earth. But Supervisor will give her best efforts to stop Milo and his friends.",2011-06-17,150000000,21379315
Flushed Away,6.7,85086,1500.0,animation__adventure__comedy__family,sewer__toad__rat__boat__frog,"Roddy is a decidedly upper-crust ""society mouse"" who lives the life of a beloved pet in a posh Kensington flat. When a sewer rat named Sid comes spewing out of the sink and decides he's hit the jackpot, Roddy schemes to rid himself of the pest by luring him into the ""whirlpool."" Sid may be an ignorant slob, but he's no fool, so it is Roddy who winds up being flushed away into the bustling sewer world of Ratropolis. There Roddy meets Rita, an enterprising scavenger who works the sewers in her faithful boat, the Jammy Dodger. Roddy immediately wants out, or rather, up; Rita wants to be paid for her trouble; and, speaking of trouble, the villainous Toad - who royally despises all rodents equally, making no distinction between mice and rats--wants them iced... literally. The Toad dispatches his two hapless hench-rats, Spike and Whitey, to get the job done. When they fail, the Toad has no choice but to send to France for his cousin - that dreaded mercenary, Le Frog.",2007-02-23,149000000,64459316
Pan,5.8,39956,24000.0,adventure__family__fantasy,orphan__child hero__1940s__reference to peter pan__fantasy world,"12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan.",2015-12-18,150000000,34964818
Mr. Peabody & Sherman,6.9,47900,11000.0,animation__adventure__comedy__family__sci-fi,inventor__time travel__talking dog__father son relationship__dog,"Mr. Peabody is a business titan, inventor, scientist, gourmand, two-time Olympic medalist and genius...who also happens to be a dog. Using his most ingenious invention, the WABAC machine, Mr. Peabody and his adopted boy Sherman hurtle back in time to experience world-changing events first-hand and interact with some of the greatest characters of all time. But when Sherman breaks the rules of time travel, our two heroes find themselves in a race to repair history and save the future, while Mr. Peabody may face his biggest challenge yet - being a parent.",2014-08-29,145000000,111505642
Troy,7.2,381672,8900.0,adventure,mythology__troy__trojan__greek__prince,"It is the year 1250 B.C. during the late Bronze age. Two emerging nations begin to clash after Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband, Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans. But they come to a stop by Hector, Prince of Troy. The whole movie shows their battle struggles and the foreshadowing of fate in this remake by Wolfgang Petersen of Homer's ""The Iliad.""",2004-08-13,175000000,133228348
Madagascar 3: Europe's Most Wanted,6.9,119213,17000.0,animation__adventure__comedy__family,island name in title__penguin__circus__animal__lemur,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",2012-10-12,145000000,216366733
Die Another Day,6.1,169914,2300.0,action__adventure__thriller,catfight__patricide__colonel__clinic__diamond,"Pierce Brosnan gives one last mission as James Bond. Starting off in North Korea, Bond is betrayed and captured. 14 months later, Bond is set free, but traded for Zao who was captured by MI6. When back in his world, Bond sets off to track down Zao. Bond gets caught up in yet another scheme which sends him to millionaire Gustav Graves. Another MI6 agent known as Miranda Frost is also posing as a friend of Graves. Bond is invited to a presentation held by Graves about a satellite found in space which can project a huge laser beam. Bond must stop this madman with a fellow American agent, known as Jinx. Whilst Bond tries to stop Graves and Zao, will he finally reveal who betrayed him?",2003-02-07,142000000,160201106
Ghostbusters,5.5,69757,62000.0,action__comedy__fantasy__sci-fi,ghost__reboot__male objectification__ghostbusters__ghostbuster,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",2016-08-09,144000000,118099659
Armageddon,6.6,322395,11000.0,action__adventure__sci-fi__thriller,asteroid__astronaut__outer space__bomb__meteorite,"It is just another day at the National Aeronautics and Space Administration (NASA), a few astronauts were repairing a satellite until, out of nowhere, a series of asteroids came crashing into the shuttle, destroying it. These asteroids also decimated New York soon thereafter. Then, NASA discovered that there is an asteroid roughly the size of Texas heading towards the Earth, and when it does hit the Earth, the planet itself and all of its inhabitants will be obliterated, worse, the asteroid will hit the Earth in 18 days. Unfortunately, NASA's plans to destroy the asteroid are irrelevant. That is when the U.S. military decides to use a nuclear warhead to blow the asteroid to pieces. Then, scientists decide to blow the asteroid with the warhead inside the asteroid itself. The only man to do it, is an oil driller named Harry Stamper and his group of misfit drillers and geologists. As he and his drill team prepare for space excavation, the asteroid is still heading towards the Earth. When...",1998-12-04,140000000,201573391
Men in Black II,6.1,270207,2000.0,action__adventure__comedy__family__fantasy__mystery__sci-fi,lingerie__m.i.b.__alien__lingerie model__pug,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIBs untarnished mission statement: protecting the earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. And now it's a race against the clock as Jay must convince Kay-who not only has absolutely no memory of his time spent with the Men In Black, but is also the only living person left with the expertise to save the galaxy-to reunite with the MIB before the earth submits to ultimate destruction.",2002-08-30,140000000,190418803
Beowulf,6.3,142440,3000.0,animation__action__adventure__fantasy,king__reward__demon__warrior__creature,"Set against the coming of Christianity, this is the story of the last hero: in 507, a monstrous troll wreaks havoc in the mead hall of the Danish king, Hrothgar. He offers rewards for the death of Grendel, so Beowulf, a great and boastful Geat warrior, arrives with his thanes. Beowulf sets aside his armor and awaits the monster; a fierce battle ensues that leads to Beowolf's entering the watery lair of Grendel's mother, where a devil's bargain awaits. Beowulf returns to Herot, the castle, and becomes king. Jump ahead many years, and the sins of the father are visited upon Beowulf and his kingdom. The hero must face his weakness and be heroic once again. Is the age of demons over?",2008-01-25,150000000,82161969
Kung Fu Panda 3,7.2,64322,24000.0,animation__action__adventure__comedy__family,panda__kung fu__village__china__pig,"When Po's long-lost panda father suddenly reappears, the reunited duo travels to a secret panda paradise to meet scores of hilarious new panda characters. But when the supernatural villain Kai begins to sweep across China defeating all the kung fu masters, Po must do the impossible-learn to train a village full of his fun-loving, clumsy brethren to become the ultimate band of Kung Fu Pandas.",2016-07-15,145000000,143523463
Mission: Impossible - Ghost Protocol,7.4,365104,35000.0,action__adventure__thriller,race against time__kremlin__russian__terrorist__dubai,"In the fourth installment of the Mission Impossible series, Ethan Hunt and a new team race against time to track down Hendricks, a dangerous terrorist who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt by the team to stop him at the Kremlin ends in a disaster, with an explosion causing severe damage to the Kremlin and the IMF being implicated in the bombing, forcing the President to invoke Ghost Protocol, under which the IMF is disavowed, and will be offered no help or backup in any form. Undaunted, Ethan and his team chase Hendricks to Dubai, and from there to Mumbai, but several spectacular action sequences later, they might still be too late to stop a disaster.",2012-04-06,145000000,209364921
Rise of the Guardians,7.3,123553,25000.0,animation__adventure__family__fantasy,children__belief__box office hit__new york city__tooth,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs, and imaginations of children all over the world.",2013-04-05,145000000,103400692
Fun with Dick and Jane,6.1,110788,2000.0,comedy__crime,ceo__suburb__animal abuse__heist__unemployment,"The day before Globodyne's stock tanks, a la Enron, and its pension fund evaporates, the corporation's CEO and CFO set up middle manager Dick Harper to be the public face of the disaster. Jobless, and with no savings, pension, or home equity, Dick and his wife Jane sink slowly into poverty. He looks for work (as do all former Globodyne executives); he even tries day labor with the relatives of their Mexican nanny. A foreclosure notice sends Dick and Jane over the edge into a life of blue-collar crime. Then, as things finally look up, the report of an looming indictment pushes Dick and Jane toward a denouement with the real criminals, the white-collar guys.",2006-02-24,100000000,110332737
The Last Samurai,7.7,317166,9400.0,action__drama__history__war,samurai__emperor__japan__honor__captain,"In the 1870s, Captain Nathan Algren, a cynical veteran of the American Civil war who will work for anyone, is hired by Americans who want lucrative contracts with the Emperor of Japan to train the peasant conscripts for the first standing imperial army in modern warfare using firearms. The imperial Omura cabinet's first priority is to repress a rebellion of traditionalist Samurai -hereditary warriors- who remain devoted to the sacred dynasty but reject the Westernizing policy and even refuse firearms. Yet when his ill-prepared superior force sets out too soon, their panic allows the sword-wielding samurai to crush them. Badly wounded Algren's courageous stand makes the samurai leader Katsumoto spare his life; once nursed to health he learns to know and respect the old Japanese way, and participates as advisor in Katsumoto's failed attempt to save the Bushido tradition, but Omura gets repressive laws enacted- he must now choose to honor his loyalty to one of the embittered sides when ...",2004-04-02,140000000,111110575
Exodus: Gods and Kings,6.1,128682,51000.0,action__adventure__drama,moses__pharaoh__plague__egypt__exodus,"Epic adventure Exodus: Gods and Kings is the story of one man's daring courage to take on the might of an empire. Using state of the art visual effects and 3D immersion, Scott brings new life to the story of the defiant leader Moses as he rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",2015-02-20,140000000,65007045
Star Trek,8.0,504419,19000.0,action__adventure__sci-fi,vulcan__box office hit__future__lifted by the throat__star trek,"On the day of James Kirk's birth, his father dies on his damaged starship in a last stand against a Romulan time-traveling mining vessel looking for Ambassador Spock, who is also a child on Vulcan, in this time, disdained by his neighbors for his half-human heritage. 25 years later, Kirk has grown into a young troublemaker. Challenged by Captain Christopher Pike to realize his potential in Starfleet, he comes to annoy instructors like young Commander Spock. Suddenly, there is an emergency on Vulcan and the newly-commissioned USS Enterprise is crewed with promising cadets like Nyota Uhura, Hikaru Sulu, Pavel Chekov and even Kirk himself, thanks to Leonard McCoy's medical trickery. Together, this crew will have an adventure in the final frontier where the old legend is altered forever as a new version of the legend begins.",2009-09-25,150000000,257704099
Spider-Man,7.3,544665,5000.0,action__adventure__fantasy__romance,spider man__superhero__goblin__spider__evil,"Based on Marvel Comics' superhero character, this is a story of Peter Parker who is a nerdy high-schooler. He was orphaned as a child, bullied by jocks, and can't confess his crush for his stunning neighborhood girl Mary Jane Watson. To say his life is ""miserable"" is an understatement. But one day while on an excursion to a laboratory a runaway radioactive spider bites him... and his life changes in a way no one could have imagined. Peter acquires a muscle-bound physique, clear vision, ability to cling to surfaces and crawl over walls, shooting webs from his wrist ... but the fun isn't going to last. An eccentric millionaire Norman Osborn administers a performance enhancing drug on himself and his maniacal alter ego Green Goblin emerges. Now Peter Parker has to become Spider-Man and take Green Goblin to the task... or else Goblin will kill him. They come face to face and the war begins in which only one of them will survive at the end.",2002-08-16,139000000,403706375
How to Train Your Dragon 2,7.9,221128,46000.0,animation__action__adventure__comedy__family__fantasy,dragon__viking__husband wife relationship__mother son relationship__father son relationship,"It's been five years since Hiccup and Toothless successfully united dragons and vikings on the island of Berk. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace. Now, Hiccup and Toothless must unite to stand up for what they believe while recognizing that only together do they have the power to change the future of both men and dragons.",2014-12-05,145000000,176997107
Gods of Egypt,5.5,51892,24000.0,action__adventure__fantasy,egypt__ancient egypt__egyptian goddess__egyptian__egyptian god,"Set, the merciless god of darkness, has taken over the throne of Egypt and plunged the once peaceful and prosperous empire into chaos and conflict. Few dare to rebel against him. A young thief, whose love was taken captive by the god, seeks to dethrone and defeat Set with the aid of the powerful god Horus.",2016-05-06,140000000,31141074
Stealth,5.0,45455,1400.0,action__adventure__sci-fi__thriller,box office flop__pilot__artificial intelligence__navy__fighter jet,"In the near future, the Navy develops a fighter jet piloted by an artificial intelligence computer. The jet is placed on an aircraft carrier in the Pacific to learn combat manuevers from the human pilots aboard. But when the computer develops a mind of its own, it's the humans who are charged with stopping it before it incites a war...",2005-09-02,135000000,31704416
Watchmen,7.7,392474,18000.0,action__drama__mystery__sci-fi,conspiracy__false promise of the american dream__male nudity__cynicism__male full frontal nudity,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so discover a deeper and far more diabolical plot.",2009-05-22,130000000,107503316
Lethal Weapon 4,6.6,127497,1300.0,action__crime__thriller,kung fu__martial arts__triad__private investigator__lapd,"Martin Riggs and Roger Murtaugh, after escaping death from the previous movies are put on a hit list by The Triads. When blood thirsty mercenaries are on their tail they team up again with Leo Getz and Lorna Cole, a newcomer (Chris Rock) to finally put an end to the Triads for good.",1998-10-30,140000000,129734803
Hulk,5.7,212106,2900.0,action__sci-fi,monster__c 130 hercules__panzer__san francisco california__1980s,"Bruce Banner, a brilliant scientist with a cloudy past about his family, is involved in an accident in his laboratory causing him to become exposed to gamma radiation and Nanomeds (A tiny life-form that is supposed to heal wounds but has killed everything with which they have made contact). Confused and curious about his survival, Banner discovers that since the accident, whenever he becomes angry he transforms into a giant green monster destroying everything in sight in an act of fury. Bruce's mysterious past and the answer to why the radiation had this effect becomes revealed to him as his Birth Father David Banner intervenes with hopes to continue experimenting on him.",2003-09-19,137000000,132122995
G.I. Joe: Retaliation,5.8,146352,42000.0,action__adventure__sci-fi__thriller,gi joe__ninja__martial arts__president__general,"The G.I. Joe team is framed for crimes against the country by Zartan, disguised as the President, and Cobra Commander has all the world leaders under his influence, with their advanced warheads headed towards innocent populaces around the world. Outnumbered and outgunned, the surviving team members form a plan with their original leader, General Joseph Colton, to rescue the President and face off Cobra Commander, his accomplices and the world leaders.",2013-07-12,130000000,122512052
Sahara,6.0,77673,1800.0,action__adventure__comedy__thriller,beach__civil war__desert__ship__dictator,"Master explorer and former US Navy Seal Dirk Pitt and his wisecracking buddy Al Giordino goes on the adventure of a lifetime of seeking out a lost Civil War ironclad battleship known as the ""Ship of Death"" that protects a secret cargo is lost somewhere in the deserts of West Africa. But while the two cross paths with a beautiful and brilliant U.N. scientist Dr. Eva Rojas who is being hounded by a ruthless dictator. She believes that the hidden treasure may be connected to a larger problem that threatens the world around them. Hunting for a ship that no one else thinks exists, Dirk, Al, and Eva must rely on their wits and their daring heroics to outsmart dangerous warlords, survive the threatening terrain, and get to the bottom of both mysteries.",2005-07-29,130000000,68642452
Final Fantasy: The Spirits Within,6.4,72259,1700.0,animation__action__adventure__fantasy__romance__sci-fi,scientist__year 2065__soldier__military__general,"In the year 2065, the next great assault against an invading race of phantom-like aliens is about to be launched. Dr. Aki Ross, a brilliant young scientist, races to find the invaders' secrets, not only to save the planet, but herself as well after her body is infected by alien particles. She teams up with the prestigious Deep Eyes military squadron, led by her old friend Grey Edwards. But as Aki, her mentor Dr. Sid, and Grey work toward a peaceful end, the scheming General Hein devises a plot to eradicate the aliens in one swift, destructive blow...even if it destroys the Earth right along with them.",2001-08-24,137000000,32131830
